time,cpu,ram,swap,temp,disk,net_sent,net_recv,free_disk_gb,used_disk_gb,total_disk_gb,load1,load5,load15,procs,ctx_switches,interrupts,soft_interrupts
73.27408766746521,100.0,95.3,100.0,65.0,85.6,58268075,495600284,11.282058715820312,66.91757202148438,82.43073272705078,11.5,5.2080078125,3.01123046875,459,82821804,53543592,39563801
77.53307867050171,100.0,95.4,100.0,66.0,85.6,58269602,495601954,11.282051086425781,66.9175796508789,82.43073272705078,11.5,5.2080078125,3.01123046875,459,83068663,53650363,39582991
78.56317067146301,100.0,95.3,100.0,66.0,85.6,58269878,495602131,11.282051086425781,66.9175796508789,82.43073272705078,11.7802734375,5.37060546875,3.07568359375,456,83124166,53677881,39588701
79.59473657608032,100.0,95.2,100.0,66.0,85.6,58269878,495602131,11.282051086425781,66.9175796508789,82.43073272705078,11.7802734375,5.37060546875,3.07568359375,456,83172418,53702526,39590496
80.62330317497253,99.9,95.2,100.0,66.0,85.6,58270258,495602305,11.282051086425781,66.9175796508789,82.43073272705078,11.7802734375,5.37060546875,3.07568359375,456,83217918,53726915,39591660
81.6530373096466,100.0,95.2,100.0,66.0,85.6,58270344,495602775,11.282051086425781,66.9175796508789,82.43073272705078,11.7802734375,5.37060546875,3.07568359375,456,83264821,53751196,39592483
82.67896747589111,100.0,95.2,100.0,66.0,85.6,58270344,495602775,11.282051086425781,66.9175796508789,82.43073272705078,11.7802734375,5.37060546875,3.07568359375,456,83311377,53775455,39593611
85.16132593154907,8.9,52.0,99.8,55.0,84.0,58270979,495603075,12.532051086425781,65.6675796508789,82.43073272705078,11.0771484375,5.3310546875,3.0751953125,455,83355898,53795396,39602637
86.18524694442749,2.5,52.0,99.8,55.0,84.0,58270979,495603075,12.532051086425781,65.6675796508789,82.43073272705078,11.0771484375,5.3310546875,3.0751953125,455,83363386,53799096,39604945
87.22575759887695,1.7,52.0,99.8,54.0,84.0,58271359,495603309,12.532051086425781,65.6675796508789,82.43073272705078,11.0771484375,5.3310546875,3.0751953125,455,83373732,53803243,39608122
88.29242730140686,3.2,51.9,99.8,58.0,84.0,58271465,495603395,12.53204345703125,65.66758728027344,82.43073272705078,10.27001953125,5.2587890625,3.06396484375,455,83386629,53807927,39611245
